epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
180,150.816,0.98948,0.52873,0.91332,0.77603,0.88411,0.84054,0.56562,1.10441,0.58478,0.94493,0.000922534,0.000922534,0.000922534
181,167.455,1.01475,0.54589,0.92145,0.78604,0.89982,0.85371,0.57773,1.10369,0.57756,0.94144,0.000919704,0.000919704,0.000919704
182,184.097,1.02135,0.54261,0.92073,0.58884,0.47026,0.47864,0.27585,1.51751,1.27864,1.18248,0.000916875,0.000916875,0.000916875
183,200.646,0.99597,0.52998,0.91706,0.76448,0.87084,0.80466,0.53232,1.1077,0.58455,0.94755,0.000914046,0.000914046,0.000914046
184,217.381,1.01272,0.54351,0.92407,0.76558,0.8374,0.80584,0.51449,1.10669,0.60754,0.94508,0.000911216,0.000911216,0.000911216
185,17.6787,1.1678,1.1906,1.24594,0.45371,0.35411,0.37818,0.18436,2.08141,1.52146,1.50558,0.000908387,0.000908387,0.000908387
186,34.4364,1.08644,0.77106,0.9388,0.44731,0.38263,0.38134,0.20052,1.82604,1.52464,1.48518,0.000905557,0.000905557,0.000905557
187,51.1096,1.04322,0.66803,0.9204,0.7174,0.83754,0.75783,0.43944,1.13701,0.83168,0.96195,0.000902728,0.000902728,0.000902728
188,67.7434,1.01765,0.60186,0.90927,0.60222,0.58161,0.54854,0.28512,1.62208,1.15643,1.38576,0.000899898,0.000899898,0.000899898
189,84.3638,1.00961,0.59108,0.91344,0.78077,0.84074,0.80322,0.52,1.09936,0.62374,0.93401,0.000897069,0.000897069,0.000897069
190,100.919,1.00449,0.56401,0.91008,0.77856,0.89025,0.83788,0.54633,1.10994,0.60682,0.93733,0.00089424,0.00089424,0.00089424
191,117.541,0.97154,0.54331,0.90325,0.77268,0.83583,0.78389,0.49431,1.1576,0.65649,0.95785,0.00089141,0.00089141,0.00089141
192,134.078,0.98413,0.53931,0.90416,0.49079,0.24405,0.28892,0.15872,2.11315,2.71706,1.92174,0.000888581,0.000888581,0.000888581
193,17.4464,1.02528,0.57981,0.92358,0.43655,0.17276,0.22448,0.11843,2.2691,2.92412,2.06993,0.000885751,0.000885751,0.000885751
194,34.1625,1.02146,0.57133,0.9127,0.79086,0.85517,0.82265,0.5305,1.14965,0.62667,0.9503,0.000882922,0.000882922,0.000882922
195,50.7745,0.98626,0.53577,0.90499,0.81706,0.86581,0.85929,0.57882,1.11572,0.59211,0.94168,0.000880093,0.000880093,0.000880093
196,67.3738,0.96689,0.52235,0.90181,0.75356,0.85898,0.7784,0.50931,1.1142,0.59605,0.94669,0.000877263,0.000877263,0.000877263
197,83.9312,0.96354,0.52909,0.90359,0.74777,0.83607,0.79174,0.49657,1.1633,0.62605,0.9616,0.000874434,0.000874434,0.000874434
198,100.497,0.96832,0.52176,0.90348,0.72517,0.78537,0.7497,0.49278,1.14117,0.64863,0.96224,0.000871604,0.000871604,0.000871604
199,117.156,0.94894,0.51357,0.89886,0.52518,0.42836,0.43518,0.23754,1.66777,1.38434,1.43613,0.000868775,0.000868775,0.000868775
200,133.701,0.94509,0.50431,0.89561,0.76654,0.88879,0.85302,0.57621,1.1096,0.57674,0.93918,0.000865945,0.000865945,0.000865945
201,150.248,0.97012,0.52499,0.90472,0.67305,0.78167,0.70727,0.45734,1.14505,0.62809,0.95816,0.000863116,0.000863116,0.000863116
202,166.826,0.98584,0.53587,0.90887,0.77343,0.84769,0.82752,0.55746,1.10936,0.60116,0.9409,0.000860287,0.000860287,0.000860287
203,183.484,0.99196,0.53154,0.90731,0.71401,0.79753,0.77087,0.51488,1.15565,0.64426,0.96652,0.000857457,0.000857457,0.000857457
204,200.071,0.96889,0.52145,0.90369,0.73665,0.79698,0.75925,0.47113,1.17724,0.67655,0.96794,0.000854628,0.000854628,0.000854628
205,216.768,0.9728,0.51668,0.90284,0.7437,0.8556,0.77542,0.50994,1.12191,0.60147,0.95249,0.000851798,0.000851798,0.000851798
206,233.322,0.9863,0.53549,0.91346,0.77797,0.89293,0.8423,0.57081,1.08469,0.56306,0.9287,0.000848969,0.000848969,0.000848969
207,249.889,0.99281,0.54804,0.91875,0.78993,0.89648,0.87239,0.59076,1.10304,0.57774,0.93431,0.000846139,0.000846139,0.000846139
208,266.614,0.99706,0.5446,0.91412,0.69371,0.69048,0.65958,0.42288,1.15951,0.68439,0.97846,0.00084331,0.00084331,0.00084331
209,283.173,0.99166,0.53476,0.91381,0.72773,0.80905,0.77975,0.49335,1.17105,0.6613,0.96402,0.000840481,0.000840481,0.000840481
210,299.724,0.9923,0.525,0.9098,0.79554,0.91366,0.86099,0.59359,1.08517,0.55406,0.92396,0.000837651,0.000837651,0.000837651
211,316.476,0.98363,0.52417,0.9123,0.80336,0.90917,0.87242,0.59975,1.08492,0.55974,0.92143,0.000834822,0.000834822,0.000834822
212,333.154,1.00123,0.53637,0.91163,0.72828,0.80772,0.78486,0.51634,1.13991,0.63718,0.95039,0.000831992,0.000831992,0.000831992
213,349.792,0.98858,0.52638,0.9087,0.58161,0.56271,0.52763,0.31674,1.40599,1.13305,1.11427,0.000829163,0.000829163,0.000829163
214,366.235,0.99466,0.52536,0.90919,0.79891,0.90519,0.85927,0.58717,1.09033,0.55841,0.93215,0.000826334,0.000826334,0.000826334
215,382.806,0.97376,0.52209,0.90711,0.75237,0.82409,0.78534,0.51357,1.15231,0.6047,0.95215,0.000823504,0.000823504,0.000823504
216,399.337,0.97942,0.52548,0.90648,0.7997,0.8816,0.84855,0.57915,1.09875,0.57076,0.93301,0.000820675,0.000820675,0.000820675
217,415.947,0.96942,0.51726,0.90556,0.79038,0.86621,0.84967,0.57924,1.08757,0.5639,0.93164,0.000817845,0.000817845,0.000817845
218,432.468,0.96925,0.52088,0.90689,0.78979,0.90897,0.86279,0.58507,1.08992,0.56687,0.92816,0.000815016,0.000815016,0.000815016
219,449.154,0.96772,0.52358,0.90572,0.72557,0.75747,0.76461,0.50752,1.12387,0.61386,0.94604,0.000812186,0.000812186,0.000812186
220,465.635,0.96462,0.52121,0.90311,0.76405,0.84651,0.8116,0.53303,1.14677,0.60833,0.9571,0.000809357,0.000809357,0.000809357
221,482.251,0.98347,0.52135,0.90361,0.57747,0.54663,0.52886,0.31874,1.37743,1.03945,1.16595,0.000806528,0.000806528,0.000806528
222,498.766,0.96063,0.5026,0.903,0.79846,0.91183,0.86326,0.59419,1.0787,0.55569,0.92875,0.000803698,0.000803698,0.000803698
223,515.38,0.96099,0.50967,0.90165,0.77749,0.87453,0.83574,0.57076,1.0942,0.56439,0.93817,0.000800869,0.000800869,0.000800869
224,531.975,0.96399,0.5131,0.90309,0.7893,0.8856,0.86311,0.59276,1.09355,0.5657,0.93624,0.000798039,0.000798039,0.000798039
225,548.627,0.96776,0.51658,0.90357,0.80032,0.86525,0.84844,0.57725,1.09948,0.57849,0.93437,0.00079521,0.00079521,0.00079521
226,565.114,0.96775,0.51352,0.90656,0.8155,0.88322,0.86212,0.59727,1.08623,0.55616,0.92965,0.00079238,0.00079238,0.00079238
227,581.713,0.98367,0.51839,0.90529,0.65485,0.61997,0.59764,0.3686,1.26379,0.84708,1.03445,0.000789551,0.000789551,0.000789551
228,598.235,0.95529,0.5088,0.90489,0.59563,0.51938,0.53804,0.33891,1.31476,1.01753,1.07405,0.000786722,0.000786722,0.000786722
229,614.789,0.95224,0.50266,0.90015,0.79036,0.89452,0.85614,0.59021,1.08223,0.55842,0.9241,0.000783892,0.000783892,0.000783892
230,631.544,0.95802,0.50559,0.90297,0.78533,0.88382,0.84275,0.57331,1.10003,0.56522,0.93473,0.000781063,0.000781063,0.000781063
231,648.108,0.95088,0.50292,0.90091,0.81158,0.90065,0.8729,0.60246,1.08918,0.55356,0.93009,0.000778233,0.000778233,0.000778233
232,664.846,0.95404,0.50237,0.89919,0.7732,0.88302,0.84292,0.57081,1.12389,0.57848,0.94145,0.000775404,0.000775404,0.000775404
233,681.487,0.95908,0.51137,0.90684,0.64452,0.69352,0.6509,0.41275,1.22983,0.713,1.00171,0.000772575,0.000772575,0.000772575
234,698.006,0.98291,0.52469,0.90724,0.79587,0.90047,0.86029,0.59416,1.09151,0.55752,0.93176,0.000769745,0.000769745,0.000769745
235,714.571,0.95727,0.50823,0.90345,0.62543,0.65334,0.61468,0.39823,1.19843,0.72668,0.99798,0.000766916,0.000766916,0.000766916
236,731.246,0.95281,0.50525,0.9021,0.78004,0.90879,0.86721,0.60131,1.08685,0.55931,0.93022,0.000764086,0.000764086,0.000764086
237,747.871,0.95668,0.50953,0.90419,0.80136,0.90866,0.86292,0.59841,1.08248,0.55289,0.92706,0.000761257,0.000761257,0.000761257
238,764.441,0.95469,0.53296,0.90846,0.78167,0.90847,0.85406,0.58884,1.09587,0.55165,0.93477,0.000758427,0.000758427,0.000758427
239,781.041,0.94272,0.50334,0.8982,0.57718,0.54376,0.49898,0.29074,1.47748,1.19467,1.1812,0.000755598,0.000755598,0.000755598
240,797.587,0.95656,0.50379,0.90221,0.65756,0.67327,0.62347,0.37454,1.30145,0.83518,1.0734,0.000752769,0.000752769,0.000752769
241,814.136,0.93951,0.49654,0.89688,0.79661,0.90875,0.86703,0.59312,1.08262,0.55199,0.93044,0.000749939,0.000749939,0.000749939
242,830.697,0.97105,0.50993,0.90229,0.58476,0.6717,0.57817,0.34685,1.33124,0.83936,1.08758,0.00074711,0.00074711,0.00074711
243,847.284,0.94484,0.49678,0.89937,0.76661,0.88593,0.83718,0.55163,1.10456,0.56393,0.93977,0.00074428,0.00074428,0.00074428
244,863.797,0.94275,0.49616,0.89546,0.6076,0.58881,0.57371,0.36712,1.24367,0.83702,1.01959,0.000741451,0.000741451,0.000741451
245,880.327,0.9389,0.49057,0.89546,0.7871,0.87698,0.83443,0.55454,1.13247,0.60468,0.95939,0.000738622,0.000738622,0.000738622
246,896.868,0.93268,0.49392,0.89519,0.81213,0.88166,0.85783,0.59648,1.09128,0.55725,0.9282,0.000735792,0.000735792,0.000735792
247,913.436,0.94457,0.4945,0.89829,0.79219,0.89958,0.85831,0.59252,1.1014,0.5638,0.9327,0.000732963,0.000732963,0.000732963
248,930.055,0.93125,0.48879,0.89375,0.78214,0.89799,0.85976,0.59033,1.09611,0.5643,0.94036,0.000730133,0.000730133,0.000730133
249,946.633,0.94863,0.49643,0.90097,0.77375,0.88434,0.84478,0.57254,1.10084,0.56816,0.93704,0.000727304,0.000727304,0.000727304
250,963.21,0.92791,0.4884,0.89424,0.69549,0.74489,0.70761,0.47218,1.13209,0.61101,0.94928,0.000724474,0.000724474,0.000724474
251,979.788,0.9392,0.49675,0.89358,0.59072,0.54894,0.54887,0.3477,1.31569,1.02732,1.0619,0.000721645,0.000721645,0.000721645
252,996.304,0.93105,0.48864,0.89884,0.76964,0.87869,0.84922,0.58574,1.09279,0.5586,0.93393,0.000718816,0.000718816,0.000718816
253,1012.93,0.92538,0.48121,0.89553,0.81539,0.89572,0.87202,0.60521,1.08505,0.54993,0.93466,0.000715986,0.000715986,0.000715986
254,1029.53,0.9316,0.48724,0.89591,0.79055,0.90513,0.84289,0.57501,1.10045,0.56904,0.94274,0.000713157,0.000713157,0.000713157
255,1046.16,0.93486,0.48914,0.89679,0.66109,0.74574,0.6761,0.44426,1.1619,0.61578,0.96582,0.000710327,0.000710327,0.000710327
256,1062.74,0.94013,0.49872,0.89378,0.80834,0.90452,0.86567,0.59549,1.10564,0.5566,0.93261,0.000707498,0.000707498,0.000707498
257,1079.43,0.9357,0.49267,0.89618,0.8012,0.87317,0.85206,0.58923,1.09725,0.5626,0.93794,0.000704668,0.000704668,0.000704668
258,1095.99,0.93421,0.48496,0.89463,0.80473,0.8811,0.86147,0.59666,1.09397,0.55692,0.93483,0.000701839,0.000701839,0.000701839
259,1112.6,0.92197,0.48712,0.89602,0.61088,0.5717,0.57672,0.36783,1.26738,0.80926,1.0322,0.00069901,0.00069901,0.00069901
260,1129.13,0.916,0.48251,0.88772,0.78437,0.90942,0.85669,0.59485,1.08468,0.54867,0.93019,0.00069618,0.00069618,0.00069618
261,1145.75,0.92365,0.48156,0.8913,0.8001,0.87316,0.85378,0.59085,1.10273,0.56078,0.94377,0.000693351,0.000693351,0.000693351
262,1162.21,0.91786,0.47774,0.89304,0.81572,0.90061,0.87209,0.60088,1.09382,0.55037,0.9326,0.000690521,0.000690521,0.000690521
263,1178.74,0.92773,0.49114,0.89424,0.81714,0.87311,0.85744,0.59159,1.09179,0.55755,0.93723,0.000687692,0.000687692,0.000687692
264,1195.28,0.93659,0.49397,0.89609,0.80495,0.88931,0.85167,0.58125,1.10201,0.56383,0.93821,0.000684863,0.000684863,0.000684863
265,1211.87,0.92059,0.48402,0.894,0.80462,0.88436,0.86052,0.58949,1.10684,0.5611,0.94295,0.000682033,0.000682033,0.000682033
266,1228.38,0.90942,0.47578,0.89271,0.7956,0.90977,0.86823,0.598,1.10428,0.55674,0.9392,0.000679204,0.000679204,0.000679204
267,1245.03,0.91111,0.48112,0.88989,0.80232,0.89426,0.85441,0.58665,1.09387,0.55587,0.93709,0.000676374,0.000676374,0.000676374
268,1261.6,0.94201,0.49337,0.89928,0.78569,0.88948,0.84845,0.58574,1.09742,0.55917,0.93648,0.000673545,0.000673545,0.000673545
269,1278.16,0.92076,0.48208,0.89156,0.77468,0.85953,0.81451,0.54999,1.12731,0.59353,0.94943,0.000670715,0.000670715,0.000670715
270,1294.74,0.90804,0.47956,0.8885,0.68492,0.7675,0.70505,0.45577,1.18225,0.63481,0.97923,0.000667886,0.000667886,0.000667886
271,1311.4,0.91183,0.48029,0.89213,0.78868,0.90832,0.86102,0.59415,1.09439,0.55699,0.94128,0.000665057,0.000665057,0.000665057
272,1327.88,0.90335,0.47322,0.89152,0.80811,0.87658,0.84476,0.5784,1.10427,0.55913,0.94003,0.000662227,0.000662227,0.000662227
273,1344.47,0.90804,0.47937,0.88926,0.78492,0.9025,0.84416,0.57887,1.09705,0.55735,0.9418,0.000659398,0.000659398,0.000659398
274,1361.05,0.9215,0.4854,0.89905,0.80558,0.88575,0.85204,0.58794,1.09856,0.55266,0.93668,0.000656568,0.000656568,0.000656568
275,1377.67,0.91125,0.47407,0.8878,0.73888,0.87471,0.80771,0.54191,1.12965,0.58143,0.95225,0.000653739,0.000653739,0.000653739
276,1394.17,0.91235,0.46989,0.88882,0.788,0.91325,0.85422,0.58938,1.10464,0.55771,0.93628,0.000650909,0.000650909,0.000650909
277,1410.77,0.90218,0.47444,0.88927,0.8044,0.88047,0.86326,0.59978,1.10145,0.54998,0.9362,0.00064808,0.00064808,0.00064808
278,1427.33,0.898,0.47831,0.88753,0.75816,0.88131,0.82593,0.55862,1.108,0.56655,0.93906,0.000645251,0.000645251,0.000645251
279,1443.89,0.89884,0.47559,0.89374,0.82744,0.87932,0.87876,0.60661,1.1011,0.55021,0.93738,0.000642421,0.000642421,0.000642421
280,1460.51,0.90492,0.47345,0.89098,0.80108,0.89598,0.8553,0.5859,1.10638,0.56611,0.93732,0.000639592,0.000639592,0.000639592
281,1477.03,0.90315,0.47513,0.89333,0.78123,0.9062,0.84993,0.58866,1.10248,0.55852,0.93602,0.000636762,0.000636762,0.000636762
282,1493.53,0.8975,0.48196,0.89358,0.78714,0.89926,0.84803,0.58792,1.10023,0.55874,0.93608,0.000633933,0.000633933,0.000633933
283,1510.13,0.91248,0.48263,0.89029,0.80261,0.86285,0.85071,0.58635,1.11093,0.56628,0.94331,0.000631104,0.000631104,0.000631104
284,1526.71,0.90272,0.47634,0.88668,0.7788,0.83329,0.80297,0.53727,1.14543,0.5949,0.96365,0.000628274,0.000628274,0.000628274
285,1543.36,0.90019,0.47702,0.88598,0.79261,0.88549,0.84975,0.58794,1.11305,0.56901,0.9489,0.000625445,0.000625445,0.000625445
286,1559.89,0.88381,0.46857,0.887,0.81397,0.90453,0.85891,0.59029,1.10425,0.56512,0.94027,0.000622615,0.000622615,0.000622615
287,1576.46,0.89886,0.47157,0.88951,0.76817,0.90413,0.84776,0.58661,1.1039,0.56083,0.94157,0.000619786,0.000619786,0.000619786
288,1592.96,0.90056,0.47233,0.88911,0.78504,0.89062,0.8509,0.58822,1.10599,0.5625,0.94037,0.000616956,0.000616956,0.000616956
289,1609.6,0.88561,0.46138,0.88458,0.59203,0.57095,0.5558,0.35349,1.2893,0.87485,1.05469,0.000614127,0.000614127,0.000614127
290,1626.1,0.90674,0.47452,0.8915,0.77459,0.90084,0.83769,0.57374,1.11692,0.5685,0.94122,0.000611298,0.000611298,0.000611298
291,1642.7,0.88692,0.47048,0.88651,0.79826,0.89634,0.86242,0.59894,1.10229,0.55419,0.93922,0.000608468,0.000608468,0.000608468
292,1659.2,0.89036,0.46493,0.88751,0.80057,0.90516,0.86652,0.59909,1.10415,0.55766,0.94107,0.000605639,0.000605639,0.000605639
293,1675.83,0.88259,0.46929,0.88503,0.78614,0.90617,0.85996,0.59408,1.10605,0.55942,0.93421,0.000602809,0.000602809,0.000602809
294,1692.29,0.88719,0.46636,0.88755,0.78665,0.89705,0.85713,0.59093,1.10717,0.56218,0.93768,0.00059998,0.00059998,0.00059998
295,1708.91,0.89133,0.46749,0.88369,0.71367,0.79519,0.73995,0.49387,1.12317,0.5787,0.94805,0.000597151,0.000597151,0.000597151
296,1725.42,0.87566,0.46302,0.88718,0.79736,0.90479,0.85748,0.59261,1.10259,0.55501,0.93697,0.000594321,0.000594321,0.000594321
297,1741.96,0.89874,0.47128,0.88673,0.78152,0.90788,0.85073,0.59006,1.09351,0.56049,0.93537,0.000591492,0.000591492,0.000591492
298,1758.45,0.87079,0.46183,0.886,0.77123,0.88916,0.83132,0.554,1.12042,0.57694,0.946,0.000588662,0.000588662,0.000588662
299,1775.01,0.87024,0.46293,0.88186,0.77186,0.89555,0.85143,0.58635,1.10328,0.56013,0.93535,0.000585833,0.000585833,0.000585833
300,1791.52,0.89394,0.46099,0.88426,0.79212,0.89765,0.85129,0.59282,1.09835,0.55827,0.93731,0.000583003,0.000583003,0.000583003
301,1808.08,0.88367,0.45918,0.88633,0.80366,0.8859,0.86091,0.59745,1.10474,0.55742,0.93896,0.000580174,0.000580174,0.000580174
302,1824.67,0.87475,0.45608,0.8857,0.81992,0.88585,0.86871,0.59657,1.10898,0.55695,0.94246,0.000577345,0.000577345,0.000577345
303,1841.33,0.86822,0.4495,0.88048,0.76596,0.85846,0.81142,0.54815,1.11676,0.566,0.94153,0.000574515,0.000574515,0.000574515
304,1858,0.86525,0.45207,0.88006,0.77119,0.87624,0.81387,0.54916,1.12267,0.57258,0.94526,0.000571686,0.000571686,0.000571686
305,1874.63,0.85941,0.45168,0.88058,0.80657,0.89398,0.86491,0.60027,1.10291,0.55359,0.93712,0.000568856,0.000568856,0.000568856
306,1891.23,0.87593,0.45826,0.88314,0.7541,0.86706,0.81579,0.54476,1.13934,0.58604,0.95588,0.000566027,0.000566027,0.000566027
307,1907.87,0.86733,0.454,0.88258,0.79394,0.88355,0.86282,0.59459,1.10696,0.56171,0.94177,0.000563197,0.000563197,0.000563197
308,1924.46,0.87106,0.45135,0.88167,0.77704,0.88912,0.85731,0.59347,1.11085,0.56395,0.93963,0.000560368,0.000560368,0.000560368
309,1941,0.88908,0.45679,0.88676,0.82045,0.86299,0.86184,0.59545,1.10869,0.55599,0.93509,0.000557539,0.000557539,0.000557539
310,1957.61,0.90136,0.46525,0.89338,0.76066,0.86327,0.81485,0.53724,1.13085,0.57643,0.94849,0.000554709,0.000554709,0.000554709
311,1974.21,0.89688,0.47624,0.89781,0.82381,0.85231,0.87205,0.60244,1.09987,0.55471,0.93515,0.00055188,0.00055188,0.00055188
312,1990.71,0.86446,0.44759,0.88547,0.80267,0.89581,0.87066,0.60313,1.10457,0.55555,0.93314,0.00054905,0.00054905,0.00054905
313,2007.35,0.85556,0.45026,0.87966,0.80952,0.89516,0.85979,0.59199,1.10879,0.55493,0.93931,0.000546221,0.000546221,0.000546221
314,2023.96,0.85564,0.45252,0.87925,0.779,0.9114,0.85624,0.59522,1.10872,0.55437,0.93837,0.000543392,0.000543392,0.000543392
315,2040.85,0.85778,0.4503,0.87955,0.76277,0.85883,0.81789,0.55263,1.11592,0.56593,0.94057,0.000540562,0.000540562,0.000540562
316,2057.42,0.84381,0.44214,0.87764,0.78538,0.8954,0.86153,0.59339,1.11211,0.56026,0.94039,0.000537733,0.000537733,0.000537733
317,2073.97,0.85884,0.45882,0.88306,0.8108,0.87645,0.86437,0.59605,1.12153,0.56669,0.94698,0.000534903,0.000534903,0.000534903
318,2090.53,0.86281,0.45447,0.87972,0.80018,0.89447,0.86502,0.59281,1.11246,0.55843,0.94132,0.000532074,0.000532074,0.000532074
319,2107.22,0.85436,0.44963,0.87596,0.79733,0.89722,0.86438,0.59057,1.11278,0.56147,0.94124,0.000529244,0.000529244,0.000529244
320,2123.75,0.85066,0.44703,0.87918,0.79455,0.90693,0.87426,0.59902,1.11761,0.55905,0.9379,0.000526415,0.000526415,0.000526415
321,2140.36,0.86046,0.45431,0.87914,0.75963,0.88189,0.82028,0.55869,1.12336,0.56792,0.94485,0.000523586,0.000523586,0.000523586
322,2156.92,0.8543,0.44859,0.87586,0.80378,0.86863,0.84479,0.58036,1.11364,0.56029,0.94329,0.000520756,0.000520756,0.000520756
323,2173.48,0.84759,0.4439,0.87442,0.82244,0.86674,0.86625,0.59643,1.11533,0.55766,0.94457,0.000517927,0.000517927,0.000517927
324,2190.06,0.85539,0.45214,0.88092,0.79601,0.88348,0.84875,0.58214,1.12422,0.56376,0.94468,0.000515097,0.000515097,0.000515097
325,2206.68,0.84834,0.4454,0.87683,0.81246,0.8799,0.8702,0.60131,1.11329,0.55445,0.94059,0.000512268,0.000512268,0.000512268
326,2223.21,0.84741,0.44971,0.87831,0.79065,0.89459,0.86308,0.59719,1.113,0.56172,0.93967,0.000509438,0.000509438,0.000509438
327,2239.88,0.85353,0.45865,0.88266,0.77961,0.91776,0.87166,0.60283,1.1147,0.56073,0.94259,0.000506609,0.000506609,0.000506609
328,2256.36,0.84577,0.44383,0.87725,0.82429,0.86505,0.87482,0.60579,1.11324,0.55584,0.9425,0.00050378,0.00050378,0.00050378
329,2272.9,0.84749,0.44379,0.88194,0.81187,0.85772,0.85702,0.59073,1.1249,0.56167,0.94966,0.00050095,0.00050095,0.00050095
330,2289.47,0.83449,0.4431,0.8763,0.78242,0.9025,0.84462,0.57552,1.12198,0.56339,0.94355,0.000498121,0.000498121,0.000498121
331,2306.09,0.84677,0.44531,0.87587,0.78798,0.8957,0.8503,0.58246,1.11511,0.56606,0.9459,0.000495291,0.000495291,0.000495291
332,2322.62,0.84398,0.44402,0.87583,0.80241,0.88998,0.85686,0.59144,1.11371,0.56332,0.94632,0.000492462,0.000492462,0.000492462
333,2339.25,0.83388,0.44517,0.87428,0.80841,0.87965,0.87051,0.602,1.11558,0.56076,0.94323,0.000489633,0.000489633,0.000489633
334,2355.83,0.84972,0.44529,0.87555,0.75355,0.79357,0.7722,0.5247,1.15022,0.59279,0.95975,0.000486803,0.000486803,0.000486803
335,2372.44,0.83635,0.44846,0.87808,0.80609,0.87749,0.86263,0.59664,1.11439,0.55763,0.94394,0.000483974,0.000483974,0.000483974
336,2388.95,0.83788,0.43657,0.87925,0.81116,0.89851,0.87664,0.60606,1.11679,0.55916,0.94285,0.000481144,0.000481144,0.000481144
337,2405.58,0.82232,0.43286,0.87431,0.80892,0.88348,0.87482,0.608,1.11383,0.55649,0.93995,0.000478315,0.000478315,0.000478315
338,2422.25,0.83784,0.43897,0.87606,0.80257,0.87692,0.86119,0.5994,1.11855,0.55917,0.94119,0.000475485,0.000475485,0.000475485
339,2438.81,0.81998,0.43385,0.87033,0.78398,0.90054,0.8657,0.6003,1.11952,0.56267,0.94776,0.000472656,0.000472656,0.000472656
340,2455.32,0.81994,0.43802,0.87398,0.80617,0.90749,0.87667,0.60481,1.11491,0.55417,0.9422,0.000469827,0.000469827,0.000469827
341,2471.93,0.82084,0.43433,0.87326,0.81717,0.876,0.87582,0.60258,1.11439,0.55702,0.9427,0.000466997,0.000466997,0.000466997
342,2488.45,0.83108,0.43739,0.87698,0.79419,0.91253,0.87279,0.60191,1.11199,0.55668,0.94038,0.000464168,0.000464168,0.000464168
343,2505.1,0.82631,0.43778,0.87777,0.80112,0.89873,0.8738,0.60119,1.11965,0.55939,0.94177,0.000461338,0.000461338,0.000461338
344,2521.61,0.84122,0.43941,0.87866,0.82355,0.86892,0.87084,0.60072,1.11619,0.55798,0.94282,0.000458509,0.000458509,0.000458509
345,2538.18,0.82909,0.436,0.8719,0.79465,0.89307,0.87241,0.60125,1.11164,0.55278,0.94132,0.00045568,0.00045568,0.00045568
346,2554.66,0.82163,0.43393,0.8727,0.79842,0.89572,0.86275,0.59669,1.11593,0.55244,0.94145,0.00045285,0.00045285,0.00045285
347,2571.25,0.81776,0.42931,0.87526,0.81364,0.88014,0.86832,0.59826,1.12519,0.56262,0.94525,0.000450021,0.000450021,0.000450021
348,2587.79,0.83217,0.44148,0.87757,0.80591,0.89138,0.87776,0.60384,1.1228,0.55699,0.94356,0.000447191,0.000447191,0.000447191
349,2604.37,0.82559,0.43706,0.87555,0.81709,0.88664,0.8728,0.60106,1.11434,0.55575,0.94022,0.000444362,0.000444362,0.000444362
350,2620.83,0.80279,0.42592,0.87329,0.81352,0.89812,0.87609,0.60498,1.11411,0.55329,0.94284,0.000441532,0.000441532,0.000441532
351,2637.41,0.81861,0.43362,0.87357,0.80149,0.89118,0.86996,0.60141,1.12141,0.55696,0.94285,0.000438703,0.000438703,0.000438703
352,2653.94,0.81267,0.43132,0.86922,0.72997,0.77093,0.75757,0.50808,1.14992,0.59087,0.95313,0.000435874,0.000435874,0.000435874
353,2670.46,0.81464,0.43157,0.87291,0.8062,0.89286,0.86467,0.59698,1.12065,0.56317,0.94539,0.000433044,0.000433044,0.000433044
354,2686.94,0.80943,0.42954,0.86983,0.8267,0.88625,0.87102,0.60249,1.1175,0.55985,0.94412,0.000430215,0.000430215,0.000430215
355,2703.49,0.81202,0.43298,0.86998,0.81483,0.88198,0.86481,0.59616,1.11885,0.55775,0.94579,0.000427385,0.000427385,0.000427385
356,2719.92,0.81403,0.4329,0.87581,0.80677,0.89858,0.87112,0.59813,1.12452,0.56652,0.94505,0.000424556,0.000424556,0.000424556
357,2736.56,0.82227,0.43292,0.87148,0.79644,0.89747,0.85929,0.58955,1.12792,0.56316,0.94691,0.000421726,0.000421726,0.000421726
358,2753.11,0.81744,0.4262,0.87212,0.80721,0.88997,0.86253,0.59845,1.12171,0.55904,0.94589,0.000418897,0.000418897,0.000418897
359,2769.67,0.81348,0.43139,0.87042,0.81938,0.87266,0.863,0.59244,1.13112,0.56743,0.95275,0.000416068,0.000416068,0.000416068
360,2786.22,0.80347,0.42855,0.86873,0.81299,0.87882,0.86427,0.59806,1.12123,0.56112,0.94716,0.000413238,0.000413238,0.000413238
361,2802.74,0.79673,0.42405,0.86662,0.82743,0.86499,0.86925,0.60253,1.12013,0.5553,0.94347,0.000410409,0.000410409,0.000410409
362,2819.3,0.80331,0.42805,0.86953,0.81943,0.87763,0.86477,0.5999,1.1194,0.55651,0.94307,0.000407579,0.000407579,0.000407579
363,2835.88,0.82061,0.44271,0.87793,0.79143,0.9049,0.86198,0.59737,1.11979,0.56039,0.94584,0.00040475,0.00040475,0.00040475
364,2852.44,0.80081,0.4245,0.8688,0.82667,0.85862,0.86485,0.59935,1.11969,0.56133,0.94517,0.000401921,0.000401921,0.000401921
365,2869.04,0.80044,0.4252,0.87059,0.81336,0.86919,0.86161,0.59862,1.12323,0.56301,0.94583,0.000399091,0.000399091,0.000399091
